COUNTRY_NAME,POC,Vendedor,Frequência_de_Visita,Dia_da_Visita,Semana_da_Visita,AVG_LATITUDE,AVG_LONGITUDE,Número_de_Compras,Faturamento_Mensal_USD,Faturamento_Mensal_USD_(formatado),Visita_Semanal,Semana_1,Semana_2,Semana_3,Semana_4,Dia_da_Semana,Quartil_Faturamento,Cluster,Vendedor_Atribuído,Alto_Valor,Frequência_Ajustada,Delta_Lat,Delta_Lon,Distância_Km_Lat,Distância_Km_Lon,Distância_Total_Km,Frequência_Final,Ordem_Visita
EC,11830673,ECECBA65,2,3,2.0,-4.4441009,-79.4577716,4,22040.17,"$22,040.17",0.5,0,1,0,0,ter,Q4,77,ECECB272,True,4,,,,,82.53678804680138,4,0.0
EC,11832451,ECECB176,4,2,CMPL,-2.19380086,-79.9009887,13,5911.24,"$5,911.24",1.0,0,0,0,0,seg,Q3,346,ECECB093,False,4,0.0027075149999999937,0.0004488999999949783,0.3005341649999993,0.04979137933505332,0.35032554433505264,4,46.0
EC,11833588,ECECBA60,4,2,CMPL,-2.406328175,-80.365949,6,5123.9,"$5,123.90",1.0,0,0,0,0,seg,Q3,155,ECECB307,False,4,,,,,19.363937469902915,4,2.0
EC,11833930,ECECB507,2,3,1.0,-2.18258065,-79.87540325,10,4423.87,"$4,423.87",0.5,1,0,0,0,ter,Q3,11,ECECB093,False,2,,,,,1.4688959707088727,2,41.0
EC,11833954,ECECB209,4,2,CMPL,-2.12872284,-79.9523785,12,94950.91,"$94,950.91",1.0,0,0,0,0,seg,Q4,326,ECECBA51,True,4,0.0018709150000000285,0.04713597500000333,0.20767156500000317,5.228482549198384,5.436154114198388,4,8.0
EC,11834171,ECECB201,4,2,CMPL,-2.20259111667,-79.91306668333,11,3153.33,"$3,153.33",1.0,0,0,0,0,seg,Q2,346,ECECB093,False,4,,,,,0.5562468122604493,4,13.0
EC,11835133,ECECB234,4,3,CMPL,-2.11787745,-79.920191225,13,10356.71,"$10,356.71",1.0,0,0,0,0,ter,Q4,54,ECECB279,True,4,,,,,0.9630973412507359,4,20.0
EC,11835326,ECECB618,4,5,CMPL,-2.28280185,-80.188378725,8,2422.73,"$2,422.73",1.0,0,0,0,0,qui,Q1,63,ECECBA65,False,4,,,,,21.170891525488052,4,1.0
EC,11835452,ECECB251,1,4,2.0,-2.2230614,-79.9227766,12,2163.61,"$2,163.61",0.25,0,1,0,0,qua,Q1,147,ECECB093,False,1,,,,,1.0062130353965995,1,55.0
EC,11836427,ECECB252,2,2,1.0,-2.21333255,-79.9212152,10,3538.91,"$3,538.91",0.5,1,0,0,0,seg,Q3,147,ECECB093,False,2,,,,,0.8046267117263138,2,2.0
EC,11837932,ECECB203,2,5,1.0,-2.20934865,-79.8893937,2,2338.16,"$2,338.16",0.5,1,0,0,0,qui,Q1,11,ECECB093,False,2,,,,,1.1871008583162574,2,0.0
EC,11838096,ECECBA55,2,4,1.0,-2.1080917,-79.99142775,6,3825.13,"$3,825.13",0.5,1,0,0,0,qua,Q3,179,ECECB093,False,2,,,,,2.3579729200534323,2,10.0
EC,11838301,ECECBA57,2,6,2.0,0.4199143,-79.24541765,8,7673.56,"$7,673.56",0.5,0,1,0,0,sex,Q4,316,ECECB507,False,2,,,,,14.815308858088915,2,1.0
EC,11838501,ECECB044,2,6,1.0,-1.26786975,-78.6378194,3,5217.82,"$5,217.82",0.5,1,0,0,0,sex,Q3,92,ECECB093,False,2,,,,,4.524914421993303,2,27.0
EC,11840446,ECECB240,4,3,CMPL,-2.18749036667,-79.96099666667,7,2386.75,"$2,386.75",1.0,0,0,0,0,ter,Q1,147,ECECB093,False,4,,,,,1.787756310628079,4,37.0
EC,11841462,ECECB509,4,2,CMPL,-2.27910725,-79.881243675,9,2120.39,"$2,120.39",1.0,0,0,0,0,seg,Q1,153,ECECB093,False,4,,,,,0.9474908024358861,4,9.0
EC,11843708,ECECB023,4,5,CMPL,0.872853375,-79.8508832,6,15269.39,"$15,269.39",1.0,0,0,0,0,qui,Q4,12,ECECB618,True,4,,,,,89.6695066549478,4,25.0
EC,11845165,ECECB264,2,5,2.0,-3.99467386667,-79.17735203333,11,3432.95,"$3,432.95",0.5,0,1,0,0,qui,Q3,84,ECECB093,False,2,,,,,2.4818443570308175,2,43.0
EC,11845408,ECECBA65,4,4,CMPL,-3.988785375,-79.20937935,22,74401.81,"$74,401.81",1.0,0,0,0,0,qua,Q4,84,ECECB251,True,4,0.4553155249999996,0.24839224999999487,50.54002327499995,27.50475278835854,78.0447760633585,4,9.0
EC,11845581,ECECBA41,1,6,3.0,-4.2604353,-79.2226116,9,2030.29,"$2,030.29",0.25,0,0,1,0,sex,Q1,107,ECECB252,False,1,,,,,15.256529520003392,1,4.0
EC,11846412,ECECB556,2,6,1.0,-4.0006105,-79.20605425,4,3778.56,"$3,778.56",0.5,1,0,0,0,sex,Q3,84,ECECB093,False,2,,,,,1.1757373178063213,2,26.0
EC,11846783,ECECBA02,4,5,CMPL,-1.875244,-80.0843048,15,2685.44,"$2,685.44",1.0,0,0,0,0,qui,Q2,158,ECECB093,False,4,,,,,38.51174933246918,4,11.0
EC,11847503,ECECB066,2,4,2.0,-0.17869445,-76.83591505,13,2973.92,"$2,973.92",0.5,0,1,0,0,qua,Q2,137,ECECBA55,False,2,,,,,9.529364126220765,2,9.0
EC,11847700,ECECB071,2,5,1.0,-0.9902365,-77.82603325,9,2347.77,"$2,347.77",0.5,1,0,0,0,qui,Q1,98,ECECB093,False,2,,,,,11.299885866100533,2,64.0
EC,11847701,ECECB071,2,4,2.0,-1.0071771,-77.81105765,9,3363.17,"$3,363.17",0.5,0,1,0,0,qua,Q3,98,ECECB093,False,2,0.016940600000000083,0.014975599999999645,1.8804066000000093,1.6620347778649889,3.542441377864998,2,12.0
EC,11847730,ECECB073,4,5,CMPL,-0.997161075,-77.810387025,8,4677.97,"$4,677.97",1.0,0,0,0,0,qui,Q3,98,ECECB093,False,4,,,,,43.96391798443191,4,42.0
EC,11848188,ECECB562,2,3,1.0,-0.7755736,-79.40804036667,10,5561.1,"$5,561.10",0.5,1,0,0,0,ter,Q3,355,ECECB044,False,2,,,,,19.763192266950306,2,3.0
EC,11848218,ECECB040,4,5,CMPL,-0.6701759,-79.61075083333,3,12453.71,"$12,453.71",1.0,0,0,0,0,qui,Q4,167,ECECB240,True,4,,,,,53.849457895499924,4,6.0
EC,11848472,ECECB562,2,6,2.0,-0.6202298,-79.43069075,10,9665.57,"$9,665.57",0.5,0,1,0,0,sex,Q4,233,ECECB509,True,4,0.15534379999999992,0.02265038333000291,17.243161799999992,2.514045242322888,19.75720704232288,4,11.0
EC,11849053,ECECB408,4,2,CMPL,-0.5722071,-79.3702594,13,2060.73,"$2,060.73",1.0,0,0,0,0,seg,Q1,233,ECECB509,False,4,,,,,19.142669465252705,4,3.0
EC,11849522,ECECB027,2,3,2.0,-0.03401423333,-78.27852763333,5,3505.13,"$3,505.13",0.5,0,1,0,0,ter,Q3,332,ECECB093,False,2,,,,,5.580422313416565,2,8.0
EC,11849644,ECECBA14,2,6,1.0,0.03741485,-78.14471305,8,3467.82,"$3,467.82",0.5,1,0,0,0,sex,Q3,42,ECECB093,False,2,,,,,3.299932427921917,2,17.0
EC,11849761,ECECB401,1,3,4.0,-1.0533067,-79.3591934,4,3112.13,"$3,112.13",0.25,0,0,0,1,ter,Q2,223,ECECBA41,False,1,,,,,20.803166424355794,1,6.0
EC,11850007,ECECB055,4,6,CMPL,0.0989846,-78.1932322,3,5659.25,"$5,659.25",1.0,0,0,0,0,sex,Q3,293,ECECB556,False,4,,,,,48.448369696245855,4,2.0
EC,11850122,ECECB402,2,5,1.0,-1.3663114,-79.4719133,17,12753.04,"$12,753.04",0.5,1,0,0,0,qui,Q4,333,ECECBA02,True,4,,,,,23.67066478051503,4,4.0
EC,11850367,ECECBA14,2,4,2.0,0.04726935,-78.14064315,7,4430.44,"$4,430.44",0.5,0,1,0,0,qua,Q3,42,ECECB093,False,2,0.009854500000000002,0.004069899999990412,1.0938495000000001,0.45175874625758483,1.545608246257585,2,24.0
EC,11850683,ECECBA95,2,4,1.0,-4.07258835,-78.9481324,10,1984.92,"$1,984.92",0.5,1,0,0,0,qua,Q1,68,ECECB066,False,2,,,,,25.258707615779844,2,14.0
EC,11850742,ECECBA52,1,5,3.0,-3.6274555,-78.5884499,8,4636.39,"$4,636.39",0.25,0,0,1,0,qui,Q3,128,ECECB071,False,1,,,,,25.14132282821992,1,5.0
EC,11851050,ECECB245,2,5,2.0,-3.9022222,-78.8121916,10,2946.11,"$2,946.11",0.5,0,1,0,0,qui,Q2,339,ECECB073,False,2,,,,,14.127133848724984,2,6.0
EC,11852216,ECECBA13,4,7,CMPL,-0.260941225,-79.40604735,4,2334.95,"$2,334.95",1.0,0,0,0,0,sab,Q1,232,ECECB562,False,4,,,,,20.53384609378346,4,1.0
EC,11852701,ECECB071,2,7,1.0,-0.98963116667,-77.81040746667,8,2110.1,"$2,110.10",0.5,1,0,0,0,sab,Q1,98,ECECB018,False,2,0.017545933330000096,0.0006501833299950022,1.9475985996300107,0.07215958449445573,2.0197581841244663,2,55.0
EC,11854265,ECECB287,4,7,CMPL,-3.27045435,-79.92618535,10,6459.08,"$6,459.08",1.0,0,0,0,0,sab,Q4,352,ECECB040,False,4,,,,,5.805262962299901,4,2.0
EC,11855871,ECECB568,2,7,1.0,0.8219356,-79.7041436,8,3559.25,"$3,559.25",0.5,1,0,0,0,sab,Q3,347,ECECB408,False,2,,,,,12.422837452256225,2,2.0
EC,11856992,ECECB421,2,4,1.0,0.33131095,-79.47128415,3,2600.12,"$2,600.12",0.5,1,0,0,0,qua,Q2,40,ECECB093,False,2,,,,,10.770365011607907,2,30.0
EC,11857436,ECECB198,4,5,CMPL,-3.269670125,-79.9991359,7,27627.78,"$27,627.78",1.0,0,0,0,0,qui,Q4,70,ECECBA14,True,4,,,,,41.03966130233104,4,35.0
EC,11857836,ECECB186,4,4,CMPL,0.9890048,-79.658342525,11,2603.18,"$2,603.18",1.0,0,0,0,0,qua,Q2,72,ECECB093,False,4,,,,,1.3835551354467222,4,17.0
EC,11858723,ECECB426,1,5,2.0,0.9613583,-79.6275676,21,4875.14,"$4,875.14",0.25,0,1,0,0,qui,Q3,72,ECECB093,False,1,,,,,18.46399702590872,1,15.0
EC,11859095,ECECB143,2,5,1.0,-0.9476418,-80.7450976,9,3608.03,"$3,608.03",0.5,1,0,0,0,qui,Q3,8,ECECB093,False,2,,,,,17.860081807200583,2,10.0
EC,11860949,ECECB426,4,2,CMPL,1.073081625,-79.414287275,13,2397.26,"$2,397.26",1.0,0,0,0,0,seg,Q1,121,ECECB402,False,4,0.11172332499999993,0.2132803249999995,12.401289074999992,23.669964132466063,36.07125320746606,4,2.0
EC,11861082,ECECB058,2,6,2.0,0.62315265,-77.93877725,7,4773.12,"$4,773.12",0.5,0,1,0,0,sex,Q3,282,ECECBA95,False,2,,,,,34.633364636213415,2,2.0
EC,11863034,ECECB448,2,4,1.0,-0.9628551,-80.67365065,11,3369.24,"$3,369.24",0.5,1,0,0,0,qua,Q3,184,ECECB093,False,2,,,,,2.3107478703830733,2,2.0
EC,11863111,ECECB607,2,2,2.0,-0.9834181,-80.75006323333,7,3298.81,"$3,298.81",0.5,0,1,0,0,seg,Q2,8,ECECB093,False,2,,,,,1.5355573031267362,2,9.0
EC,11863187,ECECB259,2,5,1.0,-1.5905913,-78.9985411,5,1999.61,"$1,999.61",0.5,1,0,0,0,qui,Q1,49,ECECB093,False,2,,,,,12.254094445207095,2,11.0
EC,11864774,ECECB313,2,5,2.0,0.36000025,-78.12334555,9,4311.17,"$4,311.17",0.5,0,1,0,0,qui,Q3,59,ECECB093,False,2,,,,,1.4913687852548922,2,34.0
EC,11866878,ECECB127,2,4,1.0,-0.93977105,-79.22898485,10,3120.66,"$3,120.66",0.5,1,0,0,0,qua,Q2,67,ECECB093,False,2,,,,,9.241757136705807,2,5.0
EC,11867167,ECECBA01,2,4,2.0,-1.87982456667,-80.14916726667,7,3524.01,"$3,524.01",0.5,0,1,0,0,qua,Q3,158,ECECB093,False,2,,,,,12.284104791177981,2,17.0
EC,11867330,ECECB062,2,6,2.0,0.0812006,-76.8940141,11,36972.49,"$36,972.49",0.5,0,1,0,0,sex,Q4,275,ECECB568,True,4,,,,,1.977961602374373,4,53.0
EC,11869028,ECECB436,2,4,1.0,-0.92998836667,-80.2067673,15,9885.51,"$9,885.51",0.5,1,0,0,0,qua,Q4,307,ECECB421,True,4,0.0818399166699999,0.043635074999997414,9.08423075036999,4.8428553128602525,13.927086063230242,4,1.0
EC,11870057,ECECB278,4,7,CMPL,-2.2061434,-80.97223366667,5,2239.01,"$2,239.01",1.0,0,0,0,0,sab,Q1,294,ECECB093,False,4,,,,,8.715801298616398,4,20.0
EC,11871160,ECECB087,2,5,2.0,-0.9351923,-78.6588446,5,2405.54,"$2,405.54",0.5,0,1,0,0,qui,Q1,268,ECECB186,False,2,,,,,8.829419066456424,2,7.0
EC,11872002,ECECB011,4,7,CMPL,-3.787142175,-80.064650625,6,2222.89,"$2,222.89",1.0,0,0,0,0,sab,Q1,109,ECECB426,False,4,,,,,5.702191349973277,4,1.0
EC,11872386,ECECB081,4,4,CMPL,-0.92655,-78.61514863333,2,13814.23,"$13,814.23",1.0,0,0,0,0,qua,Q4,263,ECECB143,True,4,,,,,50.005944592759406,4,22.0
EC,11873995,ECECB071,1,5,3.0,-1.0107762,-77.8253119,4,11706.98,"$11,706.98",0.25,0,0,1,0,qui,Q4,98,ECECBA57,True,4,0.021145033330000063,0.014904433330002576,2.347098699630007,1.6541346679814464,4.001233367611453,4,49.0
EC,11874997,ECECB023,4,5,CMPL,0.65602685,-79.91945795,5,30624.48,"$30,624.48",1.0,0,0,0,0,qui,Q4,402,ECECB058,True,4,0.216826525,0.06857474999999624,24.067744275,7.611298307571786,31.679042582571785,4,1.0
EC,11875304,ECECB569,2,4,2.0,0.77208933333,-79.92961626667,11,2246.04,"$2,246.04",0.5,0,1,0,0,qua,Q1,212,ECECB448,False,2,,,,,23.781786203597743,2,3.0
EC,11875819,ECECB599,2,2,2.0,-0.31918585,-77.04584875,8,2265.95,"$2,265.95",0.5,0,1,0,0,seg,Q1,199,ECECB607,False,2,,,,,18.688367792946867,2,5.0
EC,11875990,ECECB318,1,3,2.0,-0.7026909,-77.3117585,4,2591.9,"$2,591.90",0.25,0,1,0,0,ter,Q2,62,ECECB093,False,1,,,,,45.72528339452723,1,9.0
EC,11876002,ECECB318,1,6,1.0,-0.3139154,-76.9107971,4,4278.34,"$4,278.34",0.25,1,0,0,0,sex,Q3,83,ECECB313,False,1,0.3887755,0.4009613999999999,43.1540805,44.506047403109065,87.66012790310907,1,
EC,11876821,ECECB061,2,3,1.0,-0.46550145,-77.0036861,7,2327.93,"$2,327.93",0.5,1,0,0,0,ter,Q1,25,ECECB093,False,2,,,,,1.3446019553479092,2,15.0
EC,11877229,ECECB055,4,7,CMPL,0.231803925,-78.266388325,4,15990.0,"$15,990.00",1.0,0,0,0,0,sab,Q4,216,ECECBA01,True,4,0.132819325,0.07315612499999702,14.742945074999998,8.12026341820511,22.863208493205107,4,11.0
EC,11877901,ECECB403,4,6,CMPL,-1.033181425,-79.4604427,11,2128.7,"$2,128.70",1.0,0,0,0,0,sex,Q1,350,ECECB093,False,4,,,,,7.2294598881808065,4,13.0
EC,11879096,ECECBA95,2,7,1.0,-3.93937965,-78.66979055,5,3243.25,"$3,243.25",0.5,1,0,0,0,sab,Q2,265,ECECB278,False,2,0.1332087000000004,0.2783418500000039,14.786165700000044,30.82294737552515,45.609113075525194,2,5.0
EC,11879395,ECECB124,2,4,2.0,-1.4787792,-77.99859376667,8,3395.05,"$3,395.05",0.5,0,1,0,0,qua,Q3,0,ECECB093,False,2,,,,,12.225251301141379,2,35.0
EC,11879433,ECECBA16,2,5,1.0,-2.5636125,-79.5647752,8,3303.76,"$3,303.76",0.5,1,0,0,0,qui,Q2,126,ECECB011,False,2,,,,,30.538106076065393,2,5.0
EC,11880314,ECECB295,2,4,1.0,-2.16411423333,-79.46589333333,7,2688.67,"$2,688.67",0.5,1,0,0,0,qua,Q2,382,ECECB081,False,2,,,,,8.578180907334836,2,3.0
EC,11880359,ECECB406,2,3,1.0,-1.0290959,-79.4689929,5,102488.46,"$102,488.46",0.5,1,0,0,0,ter,Q4,350,ECECB062,True,4,,,,,2.0020445171536627,4,18.0
EC,11880625,ECECB403,4,5,CMPL,-1.0232887,-79.4665643,9,2486.18,"$2,486.18",1.0,0,0,0,0,qui,Q2,350,ECECB093,False,4,0.009892725000000047,0.006121600000000171,1.0980924750000052,0.6793892328930595,1.7774817078930647,4,16.0
EC,11881927,ECECB395,2,6,1.0,0.081396,-79.6019486,8,2387.89,"$2,387.89",0.5,1,0,0,0,sex,Q1,248,ECECB569,False,2,,,,,12.932258872232634,2,4.0
EC,11882023,ECECBA90,2,4,1.0,0.27042863333,-79.955908,8,3612.29,"$3,612.29",0.5,1,0,0,0,qua,Q3,183,ECECB599,False,2,,,,,29.61033948337221,2,3.0
EC,11882611,ECECBA02,2,6,1.0,-1.8850781,-80.0091324,8,13438.57,"$13,438.57",0.5,1,0,0,0,sex,Q4,309,ECECB318,True,4,0.009834100000000179,0.07517239999999958,1.0915851000000198,8.339620694048104,9.431205794048124,4,10.0
EC,11882690,ECECBA02,2,6,2.0,-1.9143809,-80.0123673,6,3490.72,"$3,490.72",0.5,0,1,0,0,sex,Q3,309,ECECB318,False,2,0.029302799999999962,0.0032348999999953776,3.252610799999996,0.35887348746513614,3.611484287465132,2,5.0
EC,11883010,ECECB601,2,2,2.0,0.0490087,-78.2197847,7,4864.74,"$4,864.74",0.5,0,1,0,0,seg,Q3,407,ECECB061,False,2,,,,,15.811011334675364,2,6.0
EC,11883112,ECECB055,4,6,CMPL,0.04715375,-78.2251619,20,90473.44,"$90,473.44",1.0,0,0,0,0,sex,Q4,407,ECECB061,True,4,0.184650175,0.04122642499999074,20.496169425,4.576131625269676,25.07230105026968,4,8.0
EC,11883126,ECECB060,2,6,2.0,0.04712875,-78.21219055,6,3260.05,"$3,260.05",0.5,0,1,0,0,sex,Q2,407,ECECB061,False,2,,,,,9.261117484507256,2,4.0
EC,11883385,ECECB601,2,4,2.0,0.0502414,-78.3508773,9,2604.88,"$2,604.88",0.5,0,1,0,0,qua,Q2,414,ECECB403,False,2,0.0012326999999999963,0.13109259999998812,0.13682969999999958,14.551273005652556,14.688102705652556,2,0.0
EC,11884666,ECECB415,2,4,2.0,0.119123,-79.25174215,8,2667.3,"$2,667.30",0.5,0,1,0,0,qua,Q2,138,ECECB093,False,2,,,,,11.452575802004382,2,5.0
EC,11885163,ECECB415,1,4,2.0,0.1223176,-79.252962,22,12937.33,"$12,937.33",0.25,0,1,0,0,qua,Q4,138,ECECB124,True,4,0.003194599999999992,0.001219849999998246,0.3546005999999991,0.13540304144530413,0.49000364144530323,4,15.0
